,Country,Name,POS,AGE,HT,WT,Country_logo,BMI
719,Uruguay,Federico Valverde,Midfielder,24,180.34,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.9
720,Uruguay,Matias Vecino,Midfielder,31,187.96,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,22.6
721,Uruguay,Edinson Cavani,Forward,35,187.96,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,20.0
722,Uruguay,Maxi Gomez,Forward,26,185.42000000000002,90.7,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,26.4
723,Uruguay,Darwin Nunez,Forward,23,182.88,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,23.6
724,Uruguay,Facundo Pellistri,Forward,20,172.72,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,21.8
725,Uruguay,Luis Suarez,Forward,35,180.34,85.7,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,26.4
726,Uruguay,Facundo Torres,Forward,22,172.72,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/858.vresize.350.350.medium.0.png,22.7
727,Wales,Adam Davies,Goalkeeper,30,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,22.4
728,Wales,Wayne Hennessey,Goalkeeper,35,195.58,89.8,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.5
729,Wales,Danny Ward,Goalkeeper,29,190.5,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,24.2
730,Wales,Ethan Ampadu,Defender,22,182.88,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.2
731,Wales,Ben Cabango,Defender,22,185.42000000000002,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,24.4
732,Wales,Rubin Colwill,Defender,20,167.64000000000001,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,26.6
733,Wales,Ben Davies,Defender,29,180.34,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.3
734,Wales,Chris Gunter,Defender,33,177.8,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,22.4
735,Wales,Tom Lockyer,Defender,27,182.88,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,21.4
736,Wales,Chris Mepham,Defender,25,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.7
737,Wales,Connor Roberts,Defender,27,172.72,98.0,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,32.9
738,Wales,Joe Rodon,Defender,25,190.5,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,20.9
739,Wales,Neco Williams,Defender,21,182.88,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,21.4
740,Wales,Joe Allen,Midfielder,32,167.64000000000001,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,22.0
741,Wales,Dylan Levitt,Midfielder,22,177.8,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,22.4
742,Wales,Joe Morrell,Midfielder,25,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,22.4
743,Wales,Aaron Ramsey,Midfielder,31,177.8,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.9
744,Wales,Matt Smith,Midfielder,23,172.72,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.7
745,Wales,Sorba Thomas,Midfielder,23,182.88,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.6
746,Wales,Jonathan Williams,Midfielder,29,167.64000000000001,59.9,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,21.3
747,Wales,Harry Wilson,Midfielder,25,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.4
748,Wales,Gareth Bale,Forward,33,182.88,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,24.4
749,Wales,Mark Harris,Forward,23,180.34,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.0
750,Wales,Daniel James,Forward,25,170.18,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,26.1
751,Wales,Brennan Johnson,Forward,21,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,23.0
752,Wales,Kieffer Moore,Forward,30,195.58,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/1004.vresize.350.350.medium.0.png,21.6
